,StartDate,EndDate,How masculine do you feel?,How important is it to you that others see you as masculine?,Where have you gotten ideas about what it means to be a good man?- Father or father figure(s),Mother or Mother figure(s),Other family members,Pop culture,Friends,Other,Does society puts pressure on men?,Ask for - Professional Advice?,Personal advice?,Express physical affection to male friends?,Cry?,Get in a physical fight?,Have sexual relations (women)?,Have sexual relations (men)?,Watch sports?,Workout?,See a therapist?,Feel lonely or isolated?,Worried about your - Height,Weight,Hair or Hairline,Physique,Appearance of genitalia,Clothing or style,Sexual performance or amount of sex,Mental health,Physical health,Finances,Ability to provide your family,None of the above,Employment Status,Advantages as a man - more money?,taken more seriously,more choice,More promotion/prof. development opportunities,Praised often,More support from their managers,Other-A,None of the above-A,Disadvantages to be a man- Managers want more women?,Risk of being accussed sexually,Risk of being sexist/racist,Other-B,None of the above-B,Response on sexual harrassment incident- Confronted or accussed the person,Contacted the HR department,Contacted the manager,Reached out to the victim,Didn't respond at all,Never witnessed,Other-C,Reason you didn't respond,If employed- how much have you heard of #MeToo movement?,If heard of #MeToo- Noticed any behavioural change at work?,Expected to make the first move?,How often you try to pays on a date?,Reason - It's the right thing to do,Makes more money than your date,Feels good,Societal expectations,"You asked the person out, that's why",Try to pay & see if she/he pays,Other-D,Physical intimation- Read their physical body language,Ask for consent,Make a physical move to see how they react,Every situation is different,Isn't clear to gauge,Other-E,What you've done in past 12 yrs?- pushing partner too far in sexual encounter,Talked with friends whether you pushed a partner too far,contacted a past sexual partner to ask,None of the above-C,Have you changed your behaviour in romantic relationships in the wake of #MeToo movement?,Maritial Status,"Any children?- Yes, one or more, under 18","Yes, one or more children, 18+",No children,Sexual orientation,Are you?,Last grade of school,State,Annual Income,Region,Current operating system,Age group
150,5/14/18 6:10,5/14/18 6:16,Very masculine,Somewhat important,Father or father figure(s),Not selected,Other family members,Not selected,Friends,Not selected,Yes,Often,Sometimes,Sometimes,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Often,Often,"Never, and not open to it",Rarely,Not selected,Not selected,Your hair or hairline,Your physique,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,Not selected,Not selected,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Confronted the accused person,Not selected,Not selected,Not selected,Did not respond at all,Not selected,Not selected,You didn?t want to get involved,A lot,Yes,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Divorced,Not selected,Not selected,No children,Straight,Other,Post graduate degree,New York,"$75,000-$99,999",Middle Atlantic,Windows Desktop / Laptop,35 - 64
151,5/14/18 6:18,5/14/18 6:24,Somewhat masculine,Not too important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",Often,"Never, and not open to it",Sometimes,Sometimes,Rarely,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Reached out to the victim to offer support,Not selected,Not selected,Not selected,Not Applicable,Some,Not selected,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,Not selected,No children,Straight,White,Associate's degree,Texas,"$175,000-$199,999",West South Central,iOS Phone / Tablet,35 - 64
152,5/14/18 6:18,5/14/18 6:28,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,Yes,Sometimes,Rarely,"Never, and not open to it",Rarely,Rarely,Often,"Never, and not open to it",Sometimes,Often,"Never, but open to it","Never, but open to it",Not selected,Not selected,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Contacted the HR department,Not selected,Not selected,Not selected,Not selected,Not selected,Not Applicable,Some,Not selected,Yes,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Black,High school or G.E.D.,Florida,"$100,000-$124,999",South Atlantic,Windows Desktop / Laptop,35 - 64
153,5/14/18 6:40,5/14/18 6:49,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Friends,Other (please specify),Not selected,Sometimes,"Never, but open to it",Sometimes,Sometimes,"Never, and not open to it",Often,"Never, but open to it",Often,Sometimes,Often,Rarely,Not selected,Not selected,Not selected,Your physique,Not selected,Your clothing or style,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Not selected,Not selected,Not selected,Men generally have more support from their managers,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,A lot,Not selected,Not selected,Often,Not selected,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,"Yes, one or more children under 18","Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Maine,"$100,000-$124,999",New England,Windows Desktop / Laptop,35 - 64
154,5/14/18 6:48,5/14/18 6:53,Not at all masculine,Not at all important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Never, and not open to it","Never, and not open to it","Never, and not open to it",No answer,"Never, and not open to it",Rarely,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Some,Not selected,Not selected,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,"Yes, one or more children under 18","Yes, one or more children 18 or older",Not selected,Straight,White,Associate's degree,Oklahoma,"$75,000-$99,999",West South Central,Windows Desktop / Laptop,35 - 64
155,5/14/18 6:52,5/14/18 6:57,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Not selected,Sometimes,"Never, but open to it",Sometimes,"Never, and not open to it","Never, and not open to it",Often,"Never, and not open to it",Often,Rarely,"Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Did not respond at all,Not selected,Not selected,You didn?t think it was your place,A lot,Not selected,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,Illinois,"$200,000+",East North Central,Windows Desktop / Laptop,35 - 64
156,5/14/18 6:53,5/14/18 7:08,Not very masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,"Never, but open to it","Never, and not open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Often,"Never, and not open to it","Never, and not open to it","Never, but open to it",Sometimes,"Never, but open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Not selected,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Other (please specify),Managers want to hire and promote women,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Only a little,Not selected,Not selected,Often,Not selected,Not selected,Not selected,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,Not selected,No children,Straight,White,College graduate,Texas,"$100,000-$124,999",West South Central,Android Phone / Tablet,35 - 64
157,5/14/18 7:00,5/14/18 7:05,Somewhat masculine,Not too important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Rarely,Rarely,Rarely,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not employed-retired,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Louisiana,"$75,000-$99,999",West South Central,iOS Phone / Tablet,65 and up
158,5/14/18 7:09,5/14/18 7:15,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it","Never, but open to it","Never, and not open to it",Rarely,Often,Sometimes,Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Your clothing or style,Not selected,Your mental health,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,A lot,Not selected,Yes,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Post graduate degree,Iowa,"$125,000-$149,999",West North Central,MacOS Desktop / Laptop,35 - 64
159,5/14/18 7:15,5/14/18 7:18,Somewhat masculine,Not too important,Father or father figure(s),Not selected,Not selected,Pop culture,Not selected,Not selected,Yes,Sometimes,Sometimes,Rarely,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,Rarely,Rarely,Sometimes,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,A lot,Not selected,Yes,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Never married,Not selected,Not selected,No children,Straight,White,Post graduate degree,Ohio,Prefer not to answer,East North Central,Windows Desktop / Laptop,35 - 64
160,5/14/18 7:17,5/14/18 7:22,Somewhat masculine,No answer,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Often,Rarely,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Men are taken more seriously,Not selected,Men have more promotion/professional development opportunities,Not selected,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Some,Not selected,Yes,Often,Not selected,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Post graduate degree,Florida,"$200,000+",South Atlantic,MacOS Desktop / Laptop,35 - 64
161,5/14/18 7:25,5/14/18 7:40,Not very masculine,Not at all important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Rarely,Rarely,Often,Sometimes,"Never, and not open to it",Rarely,"Never, and not open to it",Rarely,Sometimes,Rarely,Sometimes,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,A lot,Not selected,Not selected,Sometimes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Talked with a friend or friends about whether you pushed a partner too far.,Not selected,Not selected,Not selected,Never married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,High school or G.E.D.,Vermont,"$25,000-$49,999",New England,iOS Phone / Tablet,35 - 64
162,5/14/18 7:28,5/14/18 7:32,Very masculine,Not at all important,Father or father figure(s),Not selected,Other family members,Not selected,Friends,Not selected,Not selected,Often,Often,"Never, and not open to it",Sometimes,Sometimes,Often,"Never, and not open to it",Rarely,Sometimes,"Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,A lot,Not selected,Not selected,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Never married,Not selected,Not selected,No children,Straight,White,College graduate,New Jersey,"$100,000-$124,999",Middle Atlantic,Windows Desktop / Laptop,65 and up
163,5/14/18 8:23,5/14/18 8:28,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,Not selected,Often,Often,Often,Sometimes,"Never, and not open to it","Never, but open to it",Often,"Never, but open to it","Never, but open to it","Never, but open to it",Sometimes,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Gay,White,Post graduate degree,California,"$150,000-$174,999",Pacific,iOS Phone / Tablet,35 - 64
164,5/14/18 8:33,5/14/18 9:09,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,Often,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Rarely,Often,"Never, but open to it",Rarely,Not selected,Your weight,Your hair or hairline,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working part-time",Not selected,Men are taken more seriously,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Some,Not selected,Yes,Often,Not selected,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",You try to pay to see if the other person will offer to share in the cost,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Married,Not selected,Not selected,No children,Straight,Hispanic,Associate's degree,Texas,"$50,000-$74,999",West South Central,Windows Desktop / Laptop,18 - 34
165,5/14/18 8:35,5/14/18 8:36,Not very masculine,Not too important,Not selected,Not selected,Not selected,Pop culture,Not selected,Not selected,Yes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,"Never, but open to it","Never, but open to it",Sometimes,Sometimes,Often,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,Not selected,Not selected,Not selected,"Employed, working part-time",Not selected,Men are taken more seriously,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,A lot,Not selected,Yes,Often,Not selected,Not selected,Not selected,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Talked with a friend or friends about whether you pushed a partner too far.,Not selected,Not selected,Not selected,Widowed,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Hispanic,High school or G.E.D.,Illinois,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,65 and up
166,5/14/18 8:44,5/14/18 8:46,Somewhat masculine,Somewhat important,Not selected,Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Not employed, student",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No answer,Often,Not selected,You make more money than your date,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Talked with a friend or friends about whether you pushed a partner too far.,Not selected,Not selected,Yes,Divorced,"Yes, one or more children under 18",Not selected,Not selected,Straight,Black,College graduate,Florida,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet,18 - 34
167,5/14/18 9:09,5/14/18 9:15,Very masculine,Not at all important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Rarely,Rarely,Rarely,Sometimes,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Often,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,Nothing at all,Not Applicable,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Separated,"Yes, one or more children under 18",Not selected,Not selected,Straight,Hispanic,College graduate,South Carolina,"$25,000-$49,999",South Atlantic,Android Phone / Tablet,35 - 64
168,5/14/18 9:13,5/14/18 9:18,Somewhat masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Sometimes,"Never, but open to it","Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Not employed, NOT looking for work",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,No answer,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,Not selected,Never married,Not selected,Not selected,No children,Straight,Other,Some college,Maryland,"$0-$9,999",South Atlantic,Android Phone / Tablet,35 - 64
169,5/14/18 9:33,5/14/18 9:44,Somewhat masculine,Very important,Not selected,Not selected,Other family members,Not selected,Not selected,Other (please specify),Yes,Rarely,Sometimes,Sometimes,Rarely,"Never, and not open to it",Often,Sometimes,"Never, and not open to it",Sometimes,Often,Sometimes,Your height,Not selected,Not selected,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,Not Applicable,A lot,Not selected,Yes,Always,Not selected,You make more money than your date,Not selected,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Separated,Not selected,"Yes, one or more children 18 or older",Not selected,Other,White,Post graduate degree,Texas,"$100,000-$124,999",West South Central,Android Phone / Tablet,35 - 64
170,5/14/18 10:01,5/14/18 10:10,Very masculine,Not too important,Father or father figure(s),Not selected,Other family members,Not selected,Not selected,Other (please specify),Yes,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,"Never, and not open to it",Often,Often,"Never, but open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Often,It?s the right thing to do,Not selected,Not selected,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Contacted a past sexual partner to ask whether you went too far in any of you sexual encounters.,Not selected,Not selected,Divorced,"Yes, one or more children under 18",Not selected,Not selected,Other,White,Post graduate degree,Ohio,"$50,000-$74,999",East North Central,Windows Desktop / Laptop,65 and up
171,5/14/18 10:04,5/14/18 10:07,Somewhat masculine,Somewhat important,Not selected,Not selected,Not selected,Not selected,Friends,Not selected,Not selected,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it",Sometimes,Sometimes,"Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Not employed, NOT looking for work",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Never,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Never married,Not selected,Not selected,No children,Straight,White,High school or G.E.D.,Pennsylvania,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet,18 - 34
